A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Maryland	Wisconsin	5	86	Sheep
Tennessee	Texas	0	22	Angel_shark
Delaware	Sweden	6	21	Prionace
Kentucky	Florida	4	42	Beaver
Idaho	Wyoming	9	67	American_Bison
Oregon	Serbia	1	93	Magpie
Florida	Ireland	4	64	Chamois
Tennessee	Turkey	8	68	Crow
Massachusetts	Kiribati	9	88	Bullhead_shark
New_Hampshire	Oregon	9	55	Hyena
South_Carolina	Malaysia	0	31	Flamingo
New_Hampshire	Oregon	9	65	Isogomphodon
Hawaii	Malta	9	42	Angel_shark
New_Jersey	Singapore	9	45	Cirrhoscyllium
Indiana	Ethiopia	3	52	Mule
Iowa	Zambia	8	69	Carcharhinus
Minnesota	Madagascar	0	45	Donkey
Ohio	Mississippi	3	71	Pinniped
Connecticut	Rhode_Island	7	59	Skunk
Kentucky	Maryland	4	49	Rhizoprionodon
South_Carolina	Ethiopia	4	13	Poroderma
Massachusetts	Vatican_City	1	92	Dogfish
Arizona	Nepal	9	17	Dolphin
Colorado	Malaysia	2	99	Swallow
Louisiana	North_Carolina	6	31	Lamniformes
South_Carolina	Finland	4	88	Pinniped
Alabama	Ethiopia	6	91	Pinniped
Minnesota	COSTA_RICA	8	83	Goldfinch
Idaho	Singapore	4	64	Snipe
Wyoming	California	2	75	Partridge
Maryland	France	0	79	Lamniformes
Iowa	Netherlands	5	74	Chamois
Washington	Turkey	7	29	Gazelle
Texas	Barbados	1	47	Alligator
Utah	Ireland	4	32	Sheep
Mississippi	Georgia	5	58	Magpie
Hawaii	Alaska	8	7	Rhinoceros
Ohio	Jordan	7	5	Pelican
Illinois	WESTERN_SAHARA	5	49	Echinorhinus
Virginia	New_Mexico	9	55	Cirrhoscyllium
New_York	Grenada	3	1	Hemitriakis
Vermont	Latvia	0	37	Reindeer
Nevada	France	2	2	Echinorhinus
North_Dakota	Tuvalu	9	16	Rhinoceros
California	Finland	4	36	Cobra
New_Mexico	Virginia	4	63	Parascyllium
Hawaii	Hawaii	2	96	Lion
Wyoming	DOMINICAN_REPUBLIC	1	79	Whale_Shark
South_Carolina	Ukraine	8	64	Camel
Nebraska	Tennessee	0	64	Swallow
Washington	France	7	40	Pelican
Utah	Illinois	8	47	Coccinellidae
Alabama	Dominica	8	32	Chiloscyllium
New_Mexico	Minnesota	2	82	Lamniformes
Vermont	Texas	1	18	Orectolobus
Utah	Netherlands	9	31	Zebra
Colorado	Sweden	1	22	Cormorant
New_Hampshire	Japan	6	19	Rhinoceros
Minnesota	Michigan	0	8	Columbidae
Mississippi	TRINIDAD_AND_TOBAGO	4	36	Moose
Delaware	DOMINICAN_REPUBLIC	3	0	Peafowl
Colorado	Nauru	4	30	Guanaco
Arkansas	Florida	3	51	Moose
Wyoming	Ethiopia	1	27	Moose
New_York	Nauru	5	40	Raven
Louisiana	Wyoming	3	89	Magpie
Colorado	Grenada	4	61	Snipe
Kentucky	Greece	3	0	Nightingale
Oklahoma	Guatemala	1	98	Giraffe
Georgia	Alaska	9	49	Lion
Mississippi	Texas	0	4	Zebra
South_Carolina	Dominica	6	79	Donkey
South_Carolina	Michigan	8	92	Coccinellidae
Connecticut	Zimbabwe	7	27	Hornet
Wisconsin	Romania	0	19	Snipe
Kansas	Tuvalu	9	41	Triaenodon
Louisiana	Italy	4	40	Swan
Nevada	Virginia	5	64	Squaliformes
Kentucky	Latvia	7	10	Pristiophorus
Oregon	France	0	71	Giant_Panda
Maryland	EL_SALVADOR	2	5	Prionace
Florida	Mozambique	7	34	Whale_Shark
California	Monaco	6	74	Ostrich
Nebraska	Singapore	3	17	Flamingo
Alaska	Virginia	7	10	Mouse
North_Carolina	Zambia	6	25	Mouse
Oklahoma	Morocco	8	46	Mouse
Pennsylvania	Uganda	3	36	Louse
New_York	Malaysia	9	39	Mallard
South_Carolina	TRINIDAD_AND_TOBAGO	8	77	Parascyllium
New_Mexico	TRINIDAD_AND_TOBAGO	9	39	Wren
New_Jersey	Mississippi	9	26	Polecat
Pennsylvania	Sudan	9	6	Cheetah
West_Virginia	Sweden	1	36	Lion
Wisconsin	Hawaii	2	6	Mule
North_Dakota	Jordan	6	33	Wombat
Connecticut	Finland	8	33	Carcharhiniformes
Delaware	Illinois	4	60	Hyena
California	Wyoming	6	12	Baboon
Alaska	Guatemala	5	79	Carcharhinus
Tennessee	Washington	0	14	Lion
Missouri	Luxembourg	0	53	Isurus
Oregon	Malta	6	90	Anatidae
North_Carolina	Turkey	5	46	Hawk
Kansas	Ecuador	8	43	Cheetah
Michigan	Tennessee	0	56	Goldfinch
Vermont	Illinois	4	43	Beaver
Mississippi	Sudan	6	45	Fox
Alabama	Uzbekistan	1	38	Squaliformes
Alabama	Rhode_Island	5	43	Manatee
Florida	Tanzania	1	24	Raven
North_Dakota	Tuvalu	7	6	Human
Delaware	Jordan	6	20	Triaenodon
Vermont	Madagascar	4	66	Rhizoprionodon
Alabama	Uruguay	0	61	Badger
Hawaii	Maine	2	3	Ostrich
Illinois	Uruguay	0	45	Pony
Michigan	TRINIDAD_AND_TOBAGO	5	65	Angel_shark
Colorado	Barbados	6	87	Pony
Indiana	Grenada	8	30	Parmaturus
Pennsylvania	Canada	9	78	Triaenodon
Oklahoma	Romania	1	65	Nightingale
Kentucky	Texas	4	82	Lion
New_Mexico	Arizona	0	28	Triakis
Virginia	DOMINICAN_REPUBLIC	3	98	Giraffe
Washington	Spain	5	8	Peafowl
Maine	Washington	6	64	Gazelle
New_Hampshire	Thailand	0	83	Magpie
Colorado	South_Carolina	5	12	Otter
Alaska	Virginia	3	59	Pristiophorus
Rhode_Island	France	3	46	Rhizoprionodon
Wisconsin	Madagascar	7	9	Dogfish
South_Carolina	Croatia	1	43	Snipe
Indiana	Serbia	2	89	Isogomphodon
Oregon	NEW_ZEALAND	1	81	Magpie
Colorado	Tanzania	6	81	Heron
Montana	TRINIDAD_AND_TOBAGO	2	39	Donkey
Indiana	Missouri	1	91	Jaguar
Oklahoma	Oregon	9	82	Hawk
West_Virginia	Nauru	9	78	Gerbil
Kentucky	Alaska	7	33	Poroderma
South_Carolina	France	0	71	Bullhead_shark
Louisiana	Tuvalu	2	11	Cormorant
New_Hampshire	Spain	0	9	Goose
Colorado	Italy	3	68	Moose
Illinois	Uruguay	1	38	Otter
Illinois	Malawi	4	80	Hemitriakis
Texas	Nebraska	4	49	Squaliformes
New_Mexico	Saudi_Arabia	1	70	Hyena
Montana	Canada	2	57	Prionace_glauca
Wyoming	Minnesota	6	37	Negaprion
Indiana	Maryland	0	82	Jackal
Ohio	Wyoming	4	46	Wombat
California	Sudan	1	6	Pinniped
Missouri	Illinois	6	75	Gorilla
Arizona	Thailand	9	21	Gerbil
Nebraska	Canada	0	61	Pelican
Alaska	Vatican_City	9	61	Sphyrna_lewini
Kentucky	Denmark	5	37	Sphyrna_lewini
Vermont	Switzerland	6	89	Coccinellidae
South_Dakota	Australia	2	3	American_Bison
Arkansas	New_Jersey	9	87	Parascyllium
Virginia	Saudi_Arabia	2	11	Echinorhinus
Florida	Oregon	2	33	Bullhead_shark
New_Mexico	Finland	6	13	Coccinellidae
Nevada	Guatemala	2	46	Pony
Hawaii	Georgia	9	15	Parmaturus
Vermont	CZECH_REPUBLIC	1	43	Negaprion
Florida	Georgia	1	26	Coyote
Wyoming	Slovakia	6	72	Otter
Wyoming	Minnesota	4	92	Angel_shark
Washington	Colombia	1	65	Crow
Rhode_Island	New_Jersey	9	54	Fox
Montana	Nigeria	6	42	Cormorant
Utah	France	8	21	Negaprion
Michigan	Ukraine	0	28	Bison
Illinois	Ethiopia	1	68	Echinorhinus
Arizona	Georgia	3	57	Anatidae
Massachusetts	Pennsylvania	1	12	Giraffe
Idaho	Malawi	0	26	Raven
Michigan	Finland	3	44	Hornet
Utah	Japan	7	56	Alligator
New_Hampshire	Monaco	6	1	Rhinoceros
Massachusetts	Oregon	0	30	Jackal
South_Dakota	EL_SALVADOR	0	91	Zebra
Arkansas	Italy	6	14	Hawk
Tennessee	Tennessee	5	42	Negaprion
Arizona	Ireland	3	67	Giant_Panda
Missouri	Namibia	3	56	Scoliodon
Vermont	Vatican_City	5	56	Gazelle
Maryland	Turkey	4	77	Prionace
Tennessee	Uruguay	2	46	Gorilla
New_Mexico	COSTA_RICA	6	61	Gorilla
Rhode_Island	Grenada	2	65	Parmaturus
Colorado	Georgia	9	45	Manatee
Kentucky	CZECH_REPUBLIC	4	13	Sphyrna_lewini
Mississippi	Uzbekistan	1	68	Manatee
Tennessee	EL_SALVADOR	7	53	Donkey
Texas	CZECH_REPUBLIC	9	49	Swan
Mississippi	COSTA_RICA	0	91	Parmaturus
Rhode_Island	EQUATORIAL_GUINEA	8	30	Prionace_glauca
Texas	CZECH_REPUBLIC	8	30	Hawk
Illinois	Georgia	0	25	Manatee
South_Dakota	Dominica	9	93	Ostrich
West_Virginia	Nepal	6	22	Gorilla
Idaho	Cyprus	5	11	American_Bison
Florida	Zambia	0	23	Camel
Montana	Malta	6	97	Pristiophorus
Nebraska	Grenada	1	89	Zebra
Oregon	Uruguay	4	71	Mule
Washington	Croatia	6	37	Rhinoceros
Nevada	Maryland	5	14	Gazelle
Minnesota	Lithuania	8	87	Cormorant
Vermont	Louisiana	1	94	Gorilla
Wyoming	EL_SALVADOR	8	98	Gazelle
West_Virginia	EQUATORIAL_GUINEA	4	13	Swan
South_Carolina	Zimbabwe	4	1	Triakis
South_Carolina	Greece	0	45	Triakis
South_Carolina	Maine	4	6	Whale_Shark
West_Virginia	Turkey	5	6	Parascyllium
Delaware	Cyprus	5	27	Quail
New_York	Ukraine	2	31	Rhinoceros
Arkansas	COSTA_RICA	5	21	Fox
Wisconsin	Namibia	2	93	Sheep
Washington	New_Mexico	8	77	Lamniformes
Kentucky	Washington	0	17	Cormorant
Virginia	Washington	0	65	Donkey
Utah	Saudi_Arabia	5	98	Sawshark
Utah	Serbia	0	11	Nightingale
Nevada	Romania	2	37	Snipe
Connecticut	Samoa	9	48	Raven
Maryland	Maine	9	22	Pony
Alabama	Sudan	9	3	Dogfish
Nevada	Nepal	5	62	Pelican
Minnesota	Colombia	5	58	Baboon
New_Hampshire	Malaysia	8	31	Chiloscyllium
Nebraska	Canada	1	74	Squaliformes
Wisconsin	Grenada	3	57	Human
South_Dakota	Nigeria	6	76	Cobra
New_Mexico	North_Carolina	8	35	Negaprion
Missouri	Denmark	1	73	Goldfinch
Maine	Serbia	9	74	Coyote
Iowa	Serbia	2	13	Goldfinch
Utah	Lithuania	1	75	Crow
Rhode_Island	Nepal	0	66	Apristurus
Kentucky	Barbados	8	15	Beaver
Maine	Saudi_Arabia	2	96	Human
Georgia	Nigeria	6	68	Black_panther
Iowa	Barbados	7	13	Otter
Illinois	EL_SALVADOR	0	63	Gazelle
Delaware	Monaco	7	53	Reindeer
Tennessee	Ukraine	1	80	Fish
Pennsylvania	COSTA_RICA	3	59	Gazelle
South_Dakota	Namibia	6	25	Ostrich
Vermont	Maryland	5	74	Rhizoprionodon
South_Dakota	Netherlands	1	8	Isurus
New_Mexico	Cyprus	3	84	Mallard
Massachusetts	Mozambique	4	30	Wombat
Idaho	Tunisia	8	44	Reindeer
New_Jersey	Wisconsin	2	6	Heron
New_York	Madagascar	2	25	Rhinoceros
Iowa	Slovakia	4	92	Isogomphodon
West_Virginia	Cyprus	5	87	Cormorant
Montana	Cyprus	0	25	Coyote
Georgia	EL_SALVADOR	2	33	Flamingo
New_Hampshire	Illinois	2	60	Pristiophorus
Kentucky	Jordan	9	78	Swallow
North_Carolina	Mozambique	3	69	Hornet
Virginia	Thailand	4	3	Apristurus
Arizona	Tonga	6	89	Orectolobus
Kentucky	Malaysia	4	40	Mallard
Louisiana	EL_SALVADOR	3	5	Alligator
Nevada	Georgia	5	19	Zebra
South_Dakota	Nebraska	0	69	Giant_Panda
Arizona	Nauru	9	81	Chamois
Minnesota	Nauru	5	5	Partridge
Pennsylvania	Zambia	4	52	Baboon
Washington	Switzerland	9	44	Hyena
Washington	Louisiana	3	76	Fox
Nebraska	Madagascar	0	48	Beaver
Texas	Ireland	5	53	Zebra
Wisconsin	COSTA_RICA	0	86	Sheep
Washington	Massachusetts	6	26	Parmaturus
New_Jersey	New_Mexico	7	45	Anatidae
Michigan	Romania	8	12	Cormorant
Oklahoma	Maine	1	91	Black_panther
Rhode_Island	Spain	5	58	Zebra
Missouri	Wisconsin	9	22	Bison
Indiana	New_Jersey	8	70	American_Bison
Alabama	Serbia	4	93	Sheep
Delaware	Malaysia	0	36	Hemitriakis
Michigan	Alabama	2	23	Louse
Idaho	Madagascar	8	96	Hyena
Arkansas	Illinois	2	50	Mouse
Illinois	Slovakia	0	14	Dogfish
Michigan	Rhode_Island	2	95	Rhinoceros
Alaska	Croatia	5	46	Wren
Illinois	Guatemala	3	41	Goose
Pennsylvania	New_Mexico	8	49	Crow
Idaho	Rhode_Island	9	40	Parmaturus
Alaska	Slovenia	1	7	Zebra
Oklahoma	Pennsylvania	6	46	Isogomphodon
Colorado	Thailand	6	44	Nightingale
Michigan	Spain	3	11	Ram
Rhode_Island	California	3	75	Whale_Shark
New_Jersey	Zambia	4	83	Camel
Maryland	Australia	3	99	Cormorant
Tennessee	Sudan	6	14	Carcharhinus
Nevada	Slovakia	6	31	Polecat
Colorado	Nebraska	9	56	Black_panther
Pennsylvania	COSTA_RICA	6	19	Hornet
New_Hampshire	Rhode_Island	6	64	American_Bison
Tennessee	Italy	0	29	Zebra
Georgia	California	8	76	Snipe
Georgia	CZECH_REPUBLIC	3	15	Sphyrna_lewini
Nebraska	Pennsylvania	2	12	Black_panther
Montana	California	4	90	Chamois
Rhode_Island	Zimbabwe	6	70	Cirrhoscyllium
Wisconsin	Ethiopia	8	68	Sphyrna_lewini
Wyoming	Washington	1	56	Swallow
Kentucky	Pennsylvania	7	30	Isogomphodon
Wyoming	Nigeria	4	47	Bullhead_shark
Rhode_Island	Romania	4	32	Apristurus
Arizona	North_Carolina	3	80	Pony
Georgia	Rhode_Island	9	33	Human
Kansas	Taiwan	4	43	Anatidae
Vermont	Slovakia	7	86	Dogfish
Connecticut	Malta	5	60	Jackal
Utah	Guatemala	5	70	Squaliformes
Georgia	Slovenia	1	75	Ostrich
West_Virginia	Uganda	2	62	Bison
Minnesota	Ghana	3	47	Bullhead_shark
Kentucky	Lithuania	6	45	Baboon
Idaho	Romania	1	55	Pristiophorus
West_Virginia	Malaysia	5	91	Goose
Wisconsin	New_Mexico	3	49	Badger
Missouri	Sudan	0	52	Hyena
Nebraska	Cyprus	6	64	Triakis
Maine	Tennessee	0	67	Goose
Michigan	TRINIDAD_AND_TOBAGO	5	39	Mouse
West_Virginia	North_Carolina	8	1	Carcharhinus
California	Spain	1	14	Gorilla
Pennsylvania	Oregon	7	96	Polecat
Iowa	Massachusetts	0	25	Donkey
Mississippi	Switzerland	8	17	Fish
Utah	Hawaii	2	80	Carcharhiniformes
New_Hampshire	Thailand	2	40	Quail
Ohio	New_Mexico	9	41	Jaguar
Pennsylvania	Georgia	1	89	Chiloscyllium
Mississippi	Minnesota	2	64	Orectolobus
Kentucky	New_Jersey	5	82	Cormorant
Wyoming	Zimbabwe	7	93	Pinniped
Indiana	NEW_ZEALAND	0	59	Scoliodon
Louisiana	Malawi	1	95	Coyote
New_York	Canada	4	62	Hawk
New_Jersey	Guatemala	4	8	Apristurus
Maryland	Guatemala	8	24	Wombat
New_Jersey	Nauru	0	74	Lion
Maine	Japan	2	2	Quail
Michigan	Mozambique	1	88	Gorilla
Montana	Tanzania	8	54	Human
Tennessee	Turkey	5	43	Gorilla
South_Dakota	Ghana	1	15	Nightingale
Delaware	Michigan	9	74	Gorilla
Indiana	Kiribati	2	94	Hemiscyllium
New_Mexico	Oregon	1	57	Fish
Delaware	Alabama	0	84	Triaenodon
Nevada	Wyoming	3	93	Mallard
South_Dakota	CZECH_REPUBLIC	2	57	Beaver
Michigan	France	3	85	Polecat
Oregon	Monaco	1	23	Heron
Hawaii	Malawi	5	84	Cobra
New_Mexico	Kiribati	4	17	Gazelle
Vermont	Tanzania	1	98	Triaenodon
Texas	Singapore	7	50	Dolphin
New_Jersey	Latvia	0	78	Prionace_glauca
South_Dakota	Tonga	1	38	Anatidae
New_Hampshire	Sweden	1	54	Gerbil
Missouri	Malawi	7	48	Poroderma
Massachusetts	Grenada	3	61	Partridge
South_Carolina	Uzbekistan	0	12	Guanaco
New_Jersey	Romania	9	25	Hemiscyllium
Wyoming	Nigeria	3	60	Dolphin
New_York	Nepal	8	83	Goldfinch
Illinois	Canada	0	0	Sawshark
Oregon	Alabama	2	65	Poroderma
Tennessee	Nauru	4	50	Peafowl
Vermont	COSTA_RICA	2	36	Manatee
Nevada	Alabama	1	14	Cobra
New_Jersey	Madagascar	0	45	Triakis
Maine	Sudan	0	90	Gerbil
Wyoming	Slovakia	0	2	Goldfinch
Rhode_Island	Zambia	9	8	Nightingale
Idaho	MARSHALL_ISLANDS	7	20	Angel_shark
Hawaii	EL_SALVADOR	5	41	Pinniped
Florida	Lithuania	2	72	Chamois
Montana	Mozambique	2	95	Coccinellidae
Vermont	Lithuania	8	85	Peafowl
Massachusetts	South_Carolina	7	95	Carcharhinus
Indiana	North_Carolina	0	88	Isurus
Mississippi	MARSHALL_ISLANDS	6	78	Parascyllium
Indiana	Tennessee	7	38	Whale_Shark
Colorado	South_Carolina	5	42	Pristiophorus
Massachusetts	Italy	0	66	Gazelle
Kansas	TRINIDAD_AND_TOBAGO	0	48	Peafowl
Colorado	Tonga	7	93	Ostrich
New_Hampshire	Namibia	3	41	Flamingo
Georgia	Louisiana	9	54	Chiloscyllium
Washington	Denmark	0	94	Human
Michigan	Netherlands	1	33	Jackal
Wisconsin	Tunisia	6	54	Lamna
Wisconsin	DOMINICAN_REPUBLIC	5	26	Zebra
Nebraska	New_Mexico	5	23	Alligator
New_Jersey	Singapore	7	51	Scoliodon
Louisiana	Florida	6	29	Orectolobus
North_Carolina	WESTERN_SAHARA	4	48	Apristurus
Massachusetts	Ireland	1	63	Parascyllium
Idaho	Hawaii	9	22	Giraffe
Michigan	Oregon	7	89	Ram
Ohio	South_Carolina	2	25	Squaliformes
Montana	Jordan	8	32	Coyote
Maryland	Mozambique	2	1	Partridge
Wyoming	Jordan	9	59	Otter
California	Florida	3	47	Raven
New_Jersey	Australia	8	33	Sphyrna_lewini
South_Carolina	Romania	1	64	Moose
Utah	Ecuador	2	61	Alligator
California	Vatican_City	3	16	Cormorant
West_Virginia	Ghana	0	38	Giant_Panda
Virginia	Maine	3	16	Poroderma
Kentucky	Vatican_City	4	99	Anatidae
North_Dakota	Oregon	7	87	Snipe
Oregon	Australia	0	34	Coccinellidae
Kentucky	Saudi_Arabia	9	97	Goldfinch
Oregon	California	5	91	Poroderma
Wisconsin	Malta	8	95	Nightingale
Missouri	Ireland	5	68	Swallow
Arkansas	CZECH_REPUBLIC	8	71	Mule
Utah	Slovenia	2	27	Sawshark
Montana	Florida	2	83	Hawk
Michigan	Barbados	7	37	Magpie
California	Grenada	2	61	Prionace_glauca
Connecticut	Nauru	5	61	Ram
Florida	Pennsylvania	0	37	Cirrhoscyllium
California	Ghana	3	77	Partridge
Iowa	MARSHALL_ISLANDS	2	18	Peafowl
Texas	New_Mexico	0	47	Hornet
New_York	Michigan	3	87	Squaliformes
Louisiana	Minnesota	3	69	Giraffe
Kansas	California	2	6	Giant_Panda
Illinois	Malawi	4	68	Donkey
Colorado	Spain	4	30	Giant_Panda
South_Carolina	Ghana	6	25	Triaenodon
Mississippi	Alabama	3	61	Orectolobus
Idaho	Maine	6	74	Giraffe
Wisconsin	Taiwan	7	87	Snipe
Arkansas	TRINIDAD_AND_TOBAGO	8	63	Goldfinch
California	Dominica	8	81	Poroderma
Florida	Mississippi	8	94	Flamingo
Montana	Spain	7	99	Apristurus
Mississippi	Switzerland	9	46	Mallard
West_Virginia	Zambia	6	56	Fish
Massachusetts	Slovenia	1	14	Hornet
Arkansas	Spain	1	61	Donkey
New_York	Italy	3	15	Giant_Panda
New_Mexico	Colombia	8	47	Hemiscyllium
Michigan	Zambia	4	80	Nightingale
North_Dakota	Ecuador	2	89	Jaguar
Delaware	Croatia	2	3	Dolphin
New_York	Virginia	2	75	Mallard
Oregon	Namibia	5	83	Pygmy_Shark
Kentucky	Malaysia	1	63	Cobra
Virginia	Texas	4	32	Cormorant
Hawaii	Serbia	9	83	Cormorant
Vermont	Ghana	8	72	Apristurus
Wisconsin	Uzbekistan	0	56	Pelican
Mississippi	Denmark	4	49	Isogomphodon
California	Latvia	5	32	Coyote
Kansas	NEW_ZEALAND	7	9	Pristiophorus
Texas	Grenada	9	32	Wren
Oregon	Lithuania	6	49	Dogfish
Colorado	Turkey	9	67	Moose
Kentucky	Ireland	4	72	Sheep
Indiana	Ethiopia	1	89	Baboon
Michigan	WESTERN_SAHARA	5	41	Scoliodon
Alabama	Tennessee	5	56	Heron
Utah	Mississippi	5	18	Carcharhiniformes
Pennsylvania	Ecuador	4	49	Manatee
Georgia	Wyoming	6	77	Bison
North_Carolina	Wyoming	6	45	Scoliodon
Idaho	Wisconsin	7	98	Jaguar
Missouri	Malaysia	2	85	American_Bison
Indiana	Alaska	6	1	Scoliodon
South_Dakota	Malaysia	7	29	Lamniformes
Mississippi	Hawaii	8	40	Hornet
Virginia	Virginia	5	29	Isurus
Illinois	Arizona	2	40	Giant_Panda
Mississippi	Madagascar	9	58	Negaprion
Colorado	Wisconsin	3	62	Fish
New_Hampshire	Pennsylvania	7	58	Prionace
Montana	Maine	7	13	Reindeer
Oklahoma	New_Jersey	6	88	Alligator
Missouri	EL_SALVADOR	4	31	Angel_shark
Arizona	Nigeria	3	79	Partridge
Maine	Nauru	1	70	Skunk
New_York	DOMINICAN_REPUBLIC	7	74	Louse
Oregon	Nauru	0	28	Hemiscyllium
Alaska	Tanzania	4	50	Baboon
Oregon	Tunisia	1	62	Badger
Minnesota	Nigeria	5	19	Apristurus
West_Virginia	South_Carolina	0	10	Prionace
Wisconsin	Louisiana	4	80	Lamna
Alaska	Monaco	6	67	Orectolobus
Hawaii	Guatemala	5	56	Hawk
Massachusetts	Colombia	7	92	Baboon
Michigan	Arizona	0	63	Pygmy_Shark
Missouri	Maryland	8	45	Pony
New_Hampshire	Saudi_Arabia	9	68	Triaenodon
Kentucky	Australia	5	9	Anatidae
Georgia	Japan	1	70	Dogfish
Arkansas	Namibia	9	75	Donkey
New_York	Pennsylvania	4	0	Nightingale
Indiana	Taiwan	4	28	Alligator
Michigan	DOMINICAN_REPUBLIC	7	76	Flamingo
Kansas	Switzerland	8	66	Beaver
Pennsylvania	Uruguay	8	15	Cobra
New_Jersey	Zambia	5	32	Squaliformes
Wisconsin	CZECH_REPUBLIC	8	31	Guanaco
Massachusetts	Italy	4	95	Reindeer
Oregon	Cyprus	6	23	Whale_Shark
Utah	Tonga	7	84	Human
Oregon	Tonga	7	46	Moose
Idaho	Hawaii	3	51	Pinniped
Kansas	Slovenia	6	37	Ram
West_Virginia	EQUATORIAL_GUINEA	3	94	Snipe
Maine	Nepal	6	50	Otter
Massachusetts	EL_SALVADOR	2	20	Jaguar
Colorado	Canada	9	83	Jaguar
Kentucky	Mississippi	8	24	Whale_Shark
Ohio	Slovenia	2	83	Columbidae
Louisiana	Vatican_City	1	2	Ostrich
Utah	Grenada	3	16	Hyena
Montana	DOMINICAN_REPUBLIC	0	45	Sawshark
Louisiana	COSTA_RICA	7	35	Peafowl
Colorado	Barbados	2	58	Swallow
Arkansas	Canada	3	97	Angel_shark
Missouri	Uzbekistan	0	81	Black_panther
Arkansas	Spain	3	6	Ostrich
Maryland	Dominica	5	62	Swallow
Virginia	Mississippi	8	54	Fox
California	Nepal	2	19	Goldfinch
Texas	Jordan	2	26	Pygmy_Shark
North_Dakota	MARSHALL_ISLANDS	0	68	Nightingale
Delaware	Croatia	3	0	Goldfinch
Idaho	North_Carolina	2	90	Angel_shark
Maryland	Vatican_City	2	24	Ostrich
Massachusetts	Nauru	4	16	Sawshark
Arizona	Rhode_Island	6	85	Otter
California	Saudi_Arabia	0	53	Hemitriakis
North_Carolina	Singapore	2	12	Pristiophorus
Wyoming	Denmark	0	80	Giraffe
Minnesota	Uruguay	6	20	Chamois
Connecticut	Maine	3	70	Pony
New_Hampshire	Turkey	4	64	Rhinoceros
Oregon	Switzerland	5	90	Pony
West_Virginia	Tonga	9	90	Goldfinch
Tennessee	Nepal	3	24	Black_panther
Washington	Zimbabwe	8	88	Cirrhoscyllium
Ohio	Serbia	1	75	Mouse
Michigan	Alabama	6	39	Wren
Utah	EL_SALVADOR	8	98	Parascyllium
Nevada	Switzerland	8	12	Fox
California	Turkey	6	61	Black_panther
Delaware	Barbados	6	18	Hyena
Georgia	COSTA_RICA	5	41	American_Bison
Illinois	Singapore	3	3	Baboon
Texas	Tunisia	5	23	Coyote
New_Jersey	Ecuador	8	4	Coyote
Oregon	Maine	0	64	Swallow
Maine	Colombia	5	82	Hyena
Alabama	Michigan	2	0	Sawshark
West_Virginia	Italy	8	27	Badger
New_Jersey	Hawaii	0	65	Mallard
Missouri	Colombia	3	80	Skunk
Oregon	Turkey	9	12	Triaenodon
New_Hampshire	Ghana	9	61	Negaprion
Kentucky	New_Jersey	3	98	Cheetah
North_Dakota	Tuvalu	5	72	Pristiophorus
Vermont	Switzerland	4	85	Wren
West_Virginia	Monaco	5	11	Mule
Louisiana	Nauru	2	36	Parascyllium
Connecticut	Denmark	9	10	Angel_shark
Illinois	Saudi_Arabia	9	18	Otter
Kansas	Alaska	3	49	Sawshark
Tennessee	Louisiana	0	96	Skunk
North_Dakota	Washington	9	95	Black_panther
Washington	Nepal	8	98	Swan
Kentucky	Maryland	4	33	Skunk
Alaska	COSTA_RICA	8	59	Cirrhoscyllium
South_Carolina	DOMINICAN_REPUBLIC	9	93	Dolphin
Washington	Kiribati	7	11	Pristiophorus
Ohio	Sudan	8	42	Giraffe
New_Mexico	EL_SALVADOR	2	29	Mule
Virginia	Louisiana	1	72	Triakis
New_York	Madagascar	9	59	Flamingo
Connecticut	Michigan	8	68	Badger
Missouri	New_Jersey	0	46	Sheep
West_Virginia	Cyprus	4	63	Reindeer
Kansas	COSTA_RICA	1	22	Skunk
New_Mexico	California	1	17	Ram
Delaware	Romania	3	11	Otter
North_Carolina	Samoa	2	46	Parmaturus
Iowa	Cyprus	6	79	Moose
South_Carolina	Minnesota	2	26	Lion
Louisiana	Spain	3	17	Parmaturus
Massachusetts	Monaco	4	81	Cheetah
Washington	Tanzania	7	77	Isogomphodon
Indiana	CZECH_REPUBLIC	5	60	Negaprion
Indiana	Nebraska	6	82	Prionace_glauca
Vermont	Jordan	6	7	Bison
South_Dakota	Namibia	5	33	Crow
Oklahoma	Oregon	6	8	Polecat
Maine	DOMINICAN_REPUBLIC	9	20	Pelican
Maine	Greece	5	24	Hamster
Virginia	Ireland	3	90	Black_panther
Wyoming	Tonga	6	42	Ostrich
Washington	Malaysia	8	12	Sphyrna_lewini
Massachusetts	Guatemala	1	16	Hemitriakis
Idaho	Italy	4	41	Heron
Alabama	New_Jersey	3	13	Goose
South_Carolina	Spain	4	14	Sheep
Utah	California	3	50	Reindeer
South_Dakota	Florida	5	57	Black_panther
Nevada	New_Jersey	2	38	Nightingale
Wyoming	Tunisia	1	87	Moose
South_Dakota	Sudan	9	35	Pony
New_Mexico	COSTA_RICA	8	42	Donkey
Kansas	DOMINICAN_REPUBLIC	6	72	Quail
Utah	Greece	1	31	Pygmy_Shark
Virginia	Vatican_City	7	77	Cheetah
Hawaii	Florida	0	89	Wombat
Wisconsin	Pennsylvania	8	63	Peafowl
Connecticut	New_Mexico	8	45	Squaliformes
Oklahoma	Ukraine	6	14	Lion
